country,review_id,author,rating,title,review_text,date,app_version
au,11581979423,mandy776588,1,not refund after account blocked,there no response for the account blocked and even don't give refund even after years,2024-08-07T02:52:13-07:00,5.5.11
in,11572214387,arnab97,2,Unable to load funds via an international card,The latest update seems to have disabled the functionality to load funds to wallet via an International debit card (which was working before) . Hope it gets fixed soon,2024-08-04T11:48:34-07:00,5.5.11
kr,11642536984,User you ignored,1,ESewa problem,"Nobody care what happened and what problem are customer.if you do any request an report customer care completely ignore you.that’s not a kind of business and this apps too many bugs like you can’t change your nationality,me sending a money but receivers can’t receive it’s a completely not good for customer’s",2024-08-23T00:08:54-07:00,5.5.11
kr,11639708734,karuney,4,E sewa,Just love it reply fast auxa 🥰😍,2024-08-22T06:27:42-07:00,5.5.11
us,11619791562,Comons,1,Poor service,Poor service,2024-08-17T01:23:15-07:00,5.5.11
np,11664755830,megha katwal,1,Worst app ever,All they can do quickly is suspend account’s,2024-08-28T22:10:17-07:00,5.5.11
np,11624645361,Benzu_stha,1,Trash,Thanks esewa just landed a deal. But because of you guys [request time out] I have to lost the deal which i was trying to secure for 3 days as the money was in esewa account,2024-08-18T07:58:37-07:00,5.5.11
np,11624638954,Kishan kalwar,1,ESewa,Not nice app only 😡😡,2024-08-18T07:56:43-07:00,5.5.11
np,11624528691,Prajwal paudel,1,Bad,So many time requests time out this app is bulsit🤬🤬🤬🤬🤬,2024-08-18T07:24:11-07:00,5.5.11
np,11624484589,aghakzjzisshhskz,2,Not working,Not opening and not working sometimes,2024-08-18T07:11:07-07:00,5.5.11
np,11624470971,biapetq,1,🤮,esto jotko app jaile glitch glitch k resuthdo hau amama,2024-08-18T07:06:59-07:00,5.5.11
np,11624446826,Ccgjbb,1,Worst app,It is one of the worst app i have ever used …  Euta naya natak start gareko xa KYC verify ko  Sala rs 500 khayo mero yeslai  Don’t use ever it,2024-08-18T06:59:45-07:00,5.5.11
np,11616753146,Bipaaashnaaa,1,There is always issues with the app !! Kinda fedup,"Always issues comes up !!! Ohh goddd!!! shows request timed out when we try to login, load hudaina ,why charge Rs10 for esewa to esewa ?  Never works during emergencies . This time 3 days in a week !!  Needs improvement asap",2024-08-16T06:07:17-07:00,5.5.11
np,11612973311,Magar heheh,2,Scan problem,Unable to scan QR (white blank space occurs),2024-08-15T06:47:42-07:00,5.5.11
np,11609187474,Rohuuuuuuuu,1,Chutiya salaaa,Muji Ghari Ghari “Request Time out “ Dekhauxa,2024-08-14T07:43:54-07:00,5.5.11
np,11609002990,nepali reviewer,1,Always issue!!,There’s always issue Always problem!! Service unavailable whenever needed. Never loads during emergencies 😑😑😑😑🤬🤬🤬🤬🤬,2024-08-14T06:52:17-07:00,5.5.11
np,11608955084,Andy J Bnzzwde,1,Chutiya app,Chaiyo bela kahile kam ma aunnna Kahile id jo khuldin Login nai hunna Data kati consume grya ho feri Katra app khulxn yo app kholda net chalya xaina vnxa,2024-08-14T06:38:51-07:00,5.5.11
np,11608826607,Kinmy7283748,1,Lado app,Lado jasto app chikne transaction garna lagyo muji request time out request time out randi.,2024-08-14T06:02:12-07:00,5.5.11
np,11607896520,Implement it,1,Login problem,This is a Good app but wt* always I get a login problem Whenever I Downlaod The app And try to login my Id in Th eDevuce I have been using esewa  for past 2 3 years It says New device detected code Send sms Bla bla Wt* is that bruh If a Msg Send failure occurs I cannot Even acess my own account With cash On it TF is that Bruh I hope you will solve it rather than banning me Thank you☺️,2024-08-14T00:24:44-07:00,5.5.11
np,11593978461,ridehook,1,Charge,I don’t know what got into them. Now they charge money for esewa to esewa. Will be using ime or khalti more often.,2024-08-10T07:14:45-07:00,5.5.11
np,11585269419,Zgxbyd,1,Radi Ko ban,Ta muji haru Ko jai lai log in gar na gayo hun na muji khate haru,2024-08-07T23:22:47-07:00,5.5.11
np,11584903191,Nepali audiences,1,Money sent charge,Aba service charge lagaye paxi k nai garna sakxu rw,2024-08-07T20:42:22-07:00,5.5.11
np,11584754637,Surain Mhr,5,Best app,Best app,2024-08-07T19:42:43-07:00,5.5.11
np,11582592937,Sudip2000,1,They scammed my 50K money and hold my money for no reason and told me to file a case. Aweful,Scammer 100%,2024-08-07T06:28:36-07:00,5.5.11
np,11581668695,pradip kc,1,Costomer care,Paisa uddyma adkaidinxa paisa pathauda ani vanxa hjur lai paisa pathauna banako haina bijuli ko bill rw khani pani ko bill tirna banako vanxa paisa adkeko hamle k garni,2024-08-07T00:40:25-07:00,5.5.11
np,11581640257,niroularikesh,1,Considering a Switch from eSewa to IME Pay Due to New Transaction Fees,"I have been using eSewa for over a decade and have always been satisfied with their services. Recently, however, they have implemented a charge of 10 rupees for P2P transactions. This new fee has prompted me to explore alternative options for digital payments. As a result, I am now considering switching to IME Pay, which offers competitive features and could better suit my needs without incurring additional transaction costs.",2024-08-07T00:27:56-07:00,5.5.11
np,11571868127,Sumit_Pandey,1,About esewa transaction without kyc verification,My money is being hold at my wallet.i dont wanna do my kyc verification  because of the kyc new policy i cant even use my own money from my account .what the hell is this policy please give out my money.,2024-08-04T09:51:59-07:00,5.5.11
np,11571616398,Bsal12345,1,Very very bad experience,Worst app ever I will never use this app again,2024-08-04T08:33:32-07:00,5.5.11
np,11563563486,ESewa pidit,1,Charge for everything,If you want to save your hard earnings.don’t use this app. They charge for everything,2024-08-02T06:27:48-07:00,5.5.11
