country,review_id,author,rating,title,review_text,date,app_version
au,9323277710,P**ter,1,Customer service,"You guys have a terrific platform but have little to no customer service experience. I've tried calling you guys on Viber a thousand times, but I've never been successful. When I attempted to fill out an online form, I got an email stating that I would hear back from you within 24 hours, but it has now been about a week. Your messenger, viber, or other means of communication are incredibly slow. You require more resources.",2022-11-24T03:26:12-07:00,5.3.32
ae,9313296205,nameless777777,1,Crash,Lado jasto app crash hunxa chain ne bela!!,2022-11-21T05:28:45-07:00,5.3.31
np,9340799959,reeshabsharma,1,Worst payment system in nepal 😡,Jab ki link account bata paymet garda. Failure hunxa hareko choti  k khana rakhya tyo system.  Ani poisa chai aacount bata katdinnxa.   Phone garda 1/2din lagaudinxa tetti settlement garna. 15choti phone garnu parxa.   Testo ni system hunxa.   😡.  I preferred to costomer dont use esewa,2022-11-28T23:29:43-07:00,5.3.32
np,9336786657,kirther,5,Train ticket,International airlines paxi aba Indian train ko ticket pani kaatna Milne vaye Ajai ramro hunthyo. I don’t know if it is possible or not but I hope it can be done….,2022-11-27T19:19:07-07:00,5.3.32
np,9322537309,Bibekkunwar,1,Customer service,Poor customer service,2022-11-23T21:47:02-07:00,5.3.32
np,9319394461,AmanGrng,1,.,K ho muji kati glitch khako,2022-11-23T00:25:28-07:00,5.3.32
np,9319335393,Soulfuleyes52,1,Don’t Use,WORST APP EVER  App that works every time but get hang lag stopped and most importantly crash  WHEN YOU NEED,2022-11-22T23:57:44-07:00,5.3.32
np,9319162036,unbiased1999,1,Problem with Downloading receipt,"It took me hours just to download a payment receipt.  It literally took so long that If i would've walked up to a bank , deposited the money and got my payment receipt , i would have saved my time.   Service is really degrading. Disappointed !!!",2022-11-22T22:35:07-07:00,5.3.32
np,9315808546,prabhatuprety,3,About esewa id,My esewa app didnt open from iphone 5,2022-11-21T23:01:01-07:00,5.3.31
np,9312265153,Suman Yongya,1,App not working,Esewa jati khole pani chaldaina ta important kaam pani pura garna didana,2022-11-20T22:09:29-07:00,5.3.31
np,9309699738,rajilama,1,Chor App,Plz yo app sabaile nachalam chahine bela sadai hang hunx,2022-11-20T05:56:07-07:00,5.3.31
np,9309550445,chimbey101,3,problems,it doesn’t work sometimes and i can’t send the money,2022-11-20T05:22:41-07:00,5.3.31
np,9269851296,Hamro Artha,1,S Gyawali,Queries are not well responsed.,2022-11-08T17:59:53-07:00,5.3.31
np,9257731617,Rahul Karmacharya,1,Terrible with IPAD,While trying to pay through my ipad the pin section doesn't show up fully. The app is terrible while trying to access from ipad,2022-11-05T06:52:59-07:00,5.3.31
