country,review_id,author,rating,title,review_text,date,app_version
au,12373378694,Prashant111172662,1,Worst,Worst service for those who lives in abroad.,2025-03-02T06:01:54-07:00,5.5.17
ca,12481998899,Ramro sanga her,1,Uninstall garxu,K ho Asto Chaldai Chandana emergency vo bala kam xainw yo bank account kholxu baru jati bala pani error matrw vanxa kam xainw yo 🫥,2025-03-30T02:45:04-07:00,5.5.17
jp,12403616791,カトリ君,1,Not for outside Nepal,The app is not properly optimised for people outside Nepal. I am not being able to topup money with credit credit card issued in Japan.,2025-03-10T02:01:45-07:00,5.5.17
es,12446232196,Astra521,1,Kyc photo not uploading,"Frustrated with your kyc verification process.Couldnot update document photo.What kind of app is this.Why you create app,if you could fix the issue in it.App must be easy and helpful to users.Duniya digital vaesakyo,ajei pani 3 pusta khojne.",2025-03-21T05:18:21-07:00,5.5.17
us,12485264630,Adh_prabesh,1,Transaction ambiguous,I tried raising issue in their app support but it is not responding. Then i tried customer care service which is also ineffective. My ticket is in pending status.,2025-03-30T21:32:47-07:00,5.5.17
np,12467386619,Nonaayobiznes,1,Full of bugs,Can’t even verify my KYC. The app closes as soon as I tap “issue date”. Thui,2025-03-26T10:20:31-07:00,5.5.17
np,12405432450,rey.xx,1,Frequent Same notification,"After receiving the amount, the same notification is shown every few minutes it’s so irritating. FIX IT, the same notification comes many times within an hour! Even after logging out the app",2025-03-10T12:23:37-07:00,5.5.17
np,12403555516,Anil gaire,1,Very slow and lack,The processing speed and transaction speed is very slow. I have faced many problems while transferring money like it will allow the user to do same transaction multiple times and lastly charge the amount twice or thrice the money. Due to this I  faced many problems like this.,2025-03-10T01:32:21-07:00,5.5.17
np,12403522294,Yahmabana,1,Khttam aap,Tai na tui chaiyeko bela chaldina connect time out matra bhanxa yo sab banauna paryo natra aap delete garde hunxa,2025-03-10T01:16:10-07:00,5.5.17
np,12403509953,Hero1163,1,Review,Very very bad maintenance not working at the time of need not reliable not preferred to use this app,2025-03-10T01:10:09-07:00,5.5.17
np,12403450779,Bishal s magar,1,Esewa problem,Khuldaina tw esewa jw,2025-03-10T00:41:05-07:00,5.5.17
np,12396277383,Hanabilayla,1,Transfer charge,Why this my own bank connected but you are taking my service charge now what are you guys doing are you earning like this is totally disgraceful,2025-03-08T04:51:11-07:00,5.5.17
np,12384116272,Ashish.G,1,Bug or what?,Well im nepali and as BS ( bikram sambat ) 2060-08-10 im around 21 and when im filling my kyc form it’s telling me user must be 16 wow and it’s continuously popping 16 16 great work 🫡,2025-03-05T02:08:26-07:00,5.5.17
qa,12457803081,rpb8186,1,Mandatory location access,The recent update enforce to allow location access to make transactions which is what i don’t prefer why do you need my location access just to make simple transactions as you already have my all the details like kyc and all.,2025-03-24T00:56:12-07:00,5.5.17
