country,review_id,author,rating,title,review_text,date,app_version
ca,12162226573,Konstantin Beznosov,1,Horrendous user experience,"The combination of the app and the mobile payment service behind it, including customer support, was terrible. The app is not only unusable but also unreliable. The KYC process took more than a week. The customer support would just close help tickets without actually helping. Over the phone, the customer support was equally as bad, often just hanging up. Avoid e-Sewa by all means.",2025-01-08T22:40:17-07:00,5.5.14
ca,12152146758,GC-Flow,1,Assistance for abroad people,I tried to contact the eSewa team via email looking for assistance regarding login. The issues have never been resolved. What a joke!,2025-01-06T07:16:58-07:00,5.5.14
gb,12131583860,Izzy_zeed,1,Poor IT System,The IT system of eSewa is terrible. Why is a phone number required to verify everything? What about people living abroad who don’t have access to a local phone number? Why can’t you use email IDs for verification instead? This approach shows a lack of proper technological understanding. It’s frustrating and needs improvement.,2025-01-01T06:07:26-07:00,5.5.14
us,12239557336,Rudra4388,5,Machikney radi ko ban haru app ramro bana sala jaile 1 marina ramro chalyo vani feri bigrinxa,Machikney radi ko ban haru app ramro bana sala jaile 1 marina ramro chalyo vani feri bigrinxa,2025-01-27T20:09:27-07:00,5.5.15
us,12158758604,Heeerrooo,1,Badapp,Very bad app,2025-01-08T01:17:38-07:00,5.5.14
us,12130881263,The_reviewer000,1,Problem,They wanted me to click photo with documents and don’t let me click the photo saying multiple face detected.,2025-01-01T01:57:13-07:00,5.5.14
np,12237150418,Esewa user ho mg,1,Log in problem,Ghari ghari login problem aako aai garxa   Manxey lai kam hunxa kam ko bela ma login request fail vako vai garxa,2025-01-27T05:58:50-07:00,5.5.15
np,12237024120,Dhiruu047,1,Always loading!!,Randi machikney lado jasto loading vako vai randi ani bank vata feri transaction gareko paxi ma esewa vata ni send vaisakeko raixa Lado esewa mugi.. mero lado kha,2025-01-27T05:20:29-07:00,5.5.15
np,12192840462,Sangits roka,1,Transfer issue,The app is so bad i already send a money from uae to esawa  with boitim app but money is not  added in account this is worst app i have ever  saw,2025-01-16T14:11:16-07:00,5.5.15
np,12171549287,Jon the joker,1,KYC Verification Unsuccessful,My document is real but KYC Verification Unsuccessful this e wallet service is not working,2025-01-11T07:00:46-07:00,5.5.14
np,12170107519,Koshish Thajali,3,Esewa,Funny enough the first time,2025-01-10T22:30:14-07:00,5.5.14
np,12158787531,Chris THE FOG,1,Muzi,Lauda jasto service,2025-01-08T01:31:00-07:00,5.5.14
np,12158761004,Lil pumkin 331,4,REQUEST TIMEOUT,Please try to fix the glitch on this app i have been using this app since it came out,2025-01-08T01:18:42-07:00,5.5.14
np,12143607669,Xander Nepal,1,Obsolete,"Used to be the pioneer in mobile wallet service, but now became obsolete. Now even requires Location data to top up mobile! What a bummer",2025-01-04T04:33:46-07:00,5.5.14
np,12135454840,Neannsnbhdu,1,I don’t like this app at all,Most worst app I have ever used,2025-01-02T05:14:10-07:00,5.5.14
np,12134108892,yubaraj tamang,5,Instant loan need to provide for customers,Instant loan pani provide garnu paryo esewa le khaskidai gayeko bela customers ta bachaunu paryo,2025-01-01T20:26:40-07:00,5.5.14
