country,review_id,author,rating,title,review_text,date,app_version
ca,13354179994,Costumer 111@9,1,Fraud through panding payments,Totally doing fraud. It was open for good propose but Now its earning millions of dollars through making large payments pending for 1 day and stocking that for every day . Every day millions of dollars are made pending and then it is deposited circulated and you get your money back after 24-36 hours on that period of time it uses your money to earn for them self .   BE CAREFUL MOST FRAUDULENT APP EVER,2025-11-03T22:24:30-07:00,5.5.27
fr,13395831228,KYC227,1,Disastrous,Terrible service,2025-11-14T00:50:55-07:00,5.5.28
np,13442353302,High Alert ‼️,1,High Alert ‼️,Never believe on ESewa on emergency ‼️ untrustworthy gateway!!!,2025-11-26T00:57:28-07:00,5.5.29
np,13441439464,Gaurab Nepal,1,esewa,am disappointed with the recent service. My payment got stuck in pending and the refund/settlement is very slow. This creates a lot of trouble for users. Please fix this issue urgently.”,2025-11-25T17:54:01-07:00,5.5.29
np,13438018128,Kp chor prachanda jyanmara,1,Don’t charge 10 rupees again and again when i m gonna transfer the money,1,2025-11-24T20:35:26-07:00,5.5.28
np,13416523971,Subham654,1,Glitching,Emergency time ma kaile kam lagdai no yo app 🤬🤬🤬esewa ko varosa nagarnu hola goji ma paisa bokey ra hidnu hola🤬🤬🤬,2025-11-19T05:33:20-07:00,5.5.28
np,13412878102,App99,1,Faltu aap,This aap is worst instead use khalti,2025-11-18T05:59:15-07:00,5.5.28
np,13405536758,qoefx,1,k ho yesto,limit k saro lageko ho,2025-11-16T07:57:21-07:00,5.5.28
np,13371333121,Sarjan Gurung,2,New device detected problem!,"K ho yar , same phone Bata I'd kholeko , same phone ko sim Bata , same phone ko number Bata tei ni new device detected bhanxata k garni ho bhandina paryo, Aru thikxa , tei bhayera rating Kam Deko la",2025-11-08T01:42:45-07:00,5.5.27
np,13363396484,lllopj,1,Not connected,Ahh,2025-11-06T04:15:59-07:00,5.5.27
ae,13359478221,Bis Hal,2,E-sewa not opening problem,At first this app was worked on my this iphone 6 but now I don’t know what happend to this app this is not opening on my iphone but it can download please help me i have too much online payment works.🥺😭,2025-11-05T05:12:54-07:00,5.5.27
us,13403623470,User V.01,1,Way to inconvenient,For a small issue they take a week to solve it. It’s very inconvenient.,2025-11-15T20:49:44-07:00,5.5.28
