country,review_id,author,rating,title,review_text,date,app_version
jp,13089097243,S0MICK,1,Cant complete KYC,I cant even fill up my KYC . As when i type my DOB it says it cant be future date . Fix it,2025-09-01T23:56:50-07:00,5.5.25
kr,13088612574,G@k@c,1,Kyc update had issues,"I have requested to the costumer support for many times but i didn’t get any help from there. I accidentally uploaded front pic of my citizenship where i should upload backside of it , i can’t edit there and it not verified also soo i called to costumer support but there also i can’t get any help i thought its big company in nepal soo they will fix it as soon as possible but its nepal na …. Same everywhere 😢 I am just disappointed costumer",2025-09-01T20:08:08-07:00,5.5.25
np,13181312621,Shakil shrestha,1,Update problem,It’s not good between 3 month it’s ask for update and when we are going to update it’s not running well. Take alots of time,2025-09-24T20:55:31-07:00,5.5.27
np,13173640964,hikhea,1,expensive charge,Rs 11.50 charged on a bill of Rs 591? This is ridiculous.,2025-09-23T02:53:49-07:00,5.5.27
np,13166892222,Sunila Giri,5,Review.,Review,2025-09-21T10:59:19-07:00,5.5.26
np,13160294083,Uttam pokharel,2,Not scan QR code,I am try to pay From QR code But not support why,2025-09-20T01:00:16-07:00,5.5.26
np,13104973566,Kushan kc,5,Update,Update,2025-09-06T02:50:21-07:00,5.5.26
np,13100596172,Lado jasto aap,1,Billa aap,Muji Billa app kaam ko bela Kahile chaldain jhukkerw pani download nagarnuhosh,2025-09-04T23:55:40-07:00,5.5.26
np,13094052802,Chanda grg,1,Lost money,Its the baddest finance app i have ever seen in my life due to the error proceeds and login error it made me lost all my money i will never use this app again in my life,2025-09-03T06:49:20-07:00,5.5.26
sg,13104273853,Ughh useless,1,horrible customer support,"every time i raise an issue, email, or ask for help, their response is always automated & its never helpful. i have faced multiple issues with this app & never received proper help from the customer support as to how i can solve it. they always leave it up to the customer to solve it themselves.",2025-09-05T22:02:23-07:00,5.5.26
us,13196594482,Dipeeworld,5,It’s an so helpful to any type of transaction to anywhere an all over Nepal .👍🏻,🤍,2025-09-28T08:36:27-07:00,5.5.27
us,13173225087,Sandesh33,1,Esewa is crashing😡🤬,Yesterday it is woking perfectly but from today it is not opening and crashing🤬😡😡,2025-09-23T00:09:34-07:00,5.5.27
