country,review_id,author,rating,title,review_text,date,app_version
in,5627822284,Robbiniho,5,MPIN problem,I cannot put MPIN code whenever I want to do transactions from my iPad🤷‍♂️,2020-03-07T03:19:51-07:00,5.2.8
us,5622675778,Rupam Rana,1,👎,Global bata esewa ma balance pathaue .. paisa kateko cha tara load hudaina and nor u guys pick up.. horrible helpline service,2020-03-05T23:37:21-07:00,5.2.8
qa,5739467656,limbu.loka,5,Function are smooth and handy to use app!,Function are smooth and handy to use app!,2020-03-31T00:07:13-07:00,5.2.8
