country,review_id,author,rating,title,review_text,date,app_version
au,14138848132,Andyp55,1,Fix your kyc,Wasted more than 15 minutes of my life trying to fill in kyc which didn’t go through,2026-06-03T05:09:30-07:00,5.5.39
in,14141982676,Aryanblackeye,1,Worst service,I am call to solve my issue daily from 1 month. But esewa team is making public fool they are not responding,2026-06-04T00:20:23-07:00,5.5.40
my,14223315449,Ambar stha,1,Account blocked,Mero account block vako xa please  fast unblock gardinu hola,2026-06-24T22:08:20-07:00,5.5.41
np,14227547429,AsimChahana,1,No statement,No statement sometimes,2026-06-25T23:56:14-07:00,5.5.41
np,14224788192,Nepali users 1121,3,Issue with showing qr code,While using this app sometimes my own qr is not visible to me and its difficult in day to day life,2026-06-25T07:18:13-07:00,5.5.41
np,14215968654,Nsksiwmsksnd,1,Ao disappointed me esew,Fwaakkkk ESEWA #uncomfortandunsatisfied,2026-06-23T01:54:44-07:00,5.5.41
np,14200286349,Kabad esewa,1,I don’t like,Gu jasto esewa,2026-06-19T00:04:44-07:00,5.5.41
np,14189360104,K ho lamo,1,Bekar,Recharge nabahyesi emergency ma arko ohone ma login garda balance nabahyesi k lamo bata id login garni ho,2026-06-16T05:47:23-07:00,5.5.41
np,14184967752,sagar.krl,1,Sarkari office vanda pani khattam cha service,"I have been trying to verify my KYC since last 4 months. I have sent all required documents, But still not verified. Every time I call customer service they ask for the documents again. Worse than a government office.",2026-06-15T02:36:22-07:00,5.5.41
gb,14238510128,Bikeshid,1,Worst customer service,"Very disappointing customer support experience. I have tried contacting the support team through both their live chat and Instagram, but it has been more than a month and I still haven’t received any response.   Being ignored for such a long time is frustrating, especially when you need assistance. Customer service should be more responsive and reliable. Unfortunately, based on my experience, I cannot recommend their support.",2026-06-28T15:12:48-07:00,5.5.41
qa,14201232474,Love kush chaudhary,1,Worst service ever,I’m called an eSewa support team several times for queries of my kyc updation but always they are neglecting that atleast more than15 days i have added my problems but still not yet solve how you will satisfy the customer.worst ever experience with that’s app,2026-06-19T06:12:16-07:00,5.5.41
