country,review_id,author,rating,title,review_text,date,app_version
au,11308448237,pun milan,1,Worst app,They don’t have proper customer service. They don’t have any help or support for OTP on email. Once my amount is transfer to my acc I won’t be using this stupid app.,2024-05-26T01:32:55-07:00,5.5.7
jp,11319589483,1223dfsaer,1,Transaction hold Poor customer service,I’m living in japan and i load but the money got hold and they can’t fix the issue within a 72hours. This app isn’t for a foreigners..euta app gatilo banaudainan rada bann baru 😡😡,2024-05-29T03:46:02-07:00,5.5.7
pt,11244607562,Lesa667,1,Kyc,Pahila miltho ahile maile recently 1500 haleko kyc Bina namilni re+ astinei 2000 rs nei lock vyo,2024-05-08T02:20:00-07:00,5.5.4
gb,11240109464,Savhyata,2,..my money is on hold,My money in esewa shows balance on hold  Any idea?,2024-05-06T17:32:35-07:00,5.5.4
us,11325180383,harke-d3344,1,Horrible,Customer service is horrible. If you encounter any problems…good luck. Typical Nepali mentality. They don’t know what customer service is.,2024-05-30T14:43:06-07:00,5.5.8
us,11269478327,fhfggddgg,1,Worst 0 star,"Esewa is the worst wallet of the Nepal, everytime my transaction was in hold WTH… I don’t recommend you this wallet IME pay is much much better service and secure",2024-05-15T03:48:51-07:00,5.5.6
qa,11237405730,Aayam Magar,2,Too,Service is too slow.,2024-05-05T23:23:38-07:00,5.5.4
np,11312871474,Dipennnnnn,1,Thug app,Chor app ho account recover garney bhanera inqyiry garda sms through paisa khancha chor haru mila tero bugs haru khatey,2024-05-27T06:46:52-07:00,5.5.7
np,11297447938,Lomas Joshi(ITC),1,QR Scanning Issue,Service not available many times now days,2024-05-23T02:04:04-07:00,5.5.7
np,11294120226,annjuu234,1,App,Worse app as far as I have used . Literally from past 1 week not even opening and need urgent transactions to do still .,2024-05-22T03:24:26-07:00,5.5.7
np,11275097073,sush grg,1,Refund,Hijo maile Daraz app ma payment ko lagi esewa bata pay gareko thiyo Daraz ma pay vayena ani esewa ma paisa cut vayo asko lagi esewa ma kasari contact garne ho and kasari ??? Esewa ma kaile asto issue maile face garethena but bank jasari esewa pani asto hune rahicha,2024-05-16T17:33:19-07:00,5.5.7
np,11265362384,Navvviiiiii,1,Update,Sala kasto chutiya app ho yarrr update garnu paryo bhanera payment haru garna na milne Behenchod dimag mein lund ghuse hain kya developers k,2024-05-13T22:51:16-07:00,5.5.6
np,11262667614,Akash Gurung,2,Logging out,Why does esewa always logout automatically whenever i try to open?,2024-05-13T04:47:13-07:00,5.5.5
np,11237605424,Sunil lamichhane13,5,International ticket,Best app for international ticketing .  All the best team .,2024-05-06T01:03:57-07:00,5.5.4
