country,review_id,author,rating,title,review_text,date,app_version
ca,11524174644,Sangpang Ruaj.,1,Login,E sewa le yo kura ma dhyaan dinu parxa abroad ma basne le kasari login garun? They need to send the sms through the registered SIM card ..,2024-07-22T20:39:57-07:00,5.5.10
in,11481951255,lovediwaS,1,International Payout,"I faced a lot of problems paying Indian merchants on my recent trip to India of more than a month. All of them had QR Code receive payment instead of taking it in cash and most of them didn’t have changes. I was terrified and felt Shame on Nepal lose-end, even after signing contract to use UPI for cross-border transactions, Nepalese can’t 😡. Indians can use our QR code, why can’t we pay to Indian merchants while traveling? What is in contract of UPI payments? What is Nepal role in contract? Why Nepalese are not eligible to pay or use UPI services in India?",2024-07-11T13:14:41-07:00,5.5.10
gb,11535475124,Adarash chaudhary,1,Fraud,Bad way to keep people money on hold. Once I paid cash to my friend he paid me on esewa and reported to esewa customer support my money on esewa went on hold.,2024-07-25T19:42:48-07:00,5.5.10
us,11555236181,sagaaaarr,1,About forget password,Why this forgot button exists if we need to call customer service and we need to transfer money in emergency case and we can’t use this nonsense app and it take time to pick up the call that is done by us and we need to call more than 2-3 times that i am not getting any temporary password. Khalti is far better then this app.,2024-07-31T03:23:29-07:00,5.5.10
us,11514848814,cabbin crew,1,Verification,Worst service verification process is too long  I don’t suggest to use this application   👎👎👎👎👎,2024-07-20T08:08:36-07:00,5.5.10
np,11554377490,Prettyboyparop,3,Bug,If i sign in with Face ID the option for QR scanning is not available.,2024-07-30T21:18:54-07:00,5.5.10
np,11550863719,Falak shah.,1,Dear Esewa,"Hello ESewa I have been trying to log in for about a day or so but it keeps on saying I have the wrong passwords and stuff even though I am adding the right information into the app but it still says that I am wrong, I have about 1,000 npr into the app please read my message.",2024-07-29T23:26:13-07:00,5.5.10
np,11542848969,Freefire scam,2,Scan pay issue,When i try to do scan and pay it says not available in your region.PLS FIX THIS ISSUE,2024-07-27T19:11:24-07:00,5.5.10
np,11532841225,Lamaggr,1,Kyc,Always verify kyc that's a problem,2024-07-25T03:51:21-07:00,5.5.10
np,11524451294,Jabirdai,5,Convenient app for daily use,With esewa no hassle of carrying cash  Qr payments are most seamless experience  Sometimes there are issues in app but resolved quickly,2024-07-22T22:41:28-07:00,5.5.10
np,11503635758,Hagems if w go be no spp pop,1,Give my money back,Worst app after the update my money is stuck in it,2024-07-17T07:33:22-07:00,5.5.10
np,11502463547,Amrit Ranjitkar,2,Esewa kyc not being edited,I am trying to edit the esewa kyc but it is not happening since 1 year,2024-07-17T00:26:38-07:00,5.5.10
np,11476893570,@&))(;:--,1,Atti nai kharab app nepal ko,Yesto app banda garda hunxa KYC jati ramari halxa ni milena vanxa 20 choti garda balla milxa ra password reset garna khojxa jun mobile ma kholeko tai mobile ma reset garda ni arko le try gardai xa yes ma call gar vanxa garda no milena vanxa jati choti garda ni ra lagxa uthaudaina yo Esewa ko service ramro chaina ra Esewa ma phone no. Le ra MPIN le hunxa vane kina aru app ma pay garda kina password mage ko ki MPIN le matra hunuparyo ki password ko matra option hunuparyo manxe lai ris matra uthaune kam garne haina thik par,2024-07-10T07:18:22-07:00,5.5.9
np,11467005882,Apple__official,1,Esewa is a scam,"Haha to load money no need kyc verify to send money we need kyc verify why u let people make acc without verifying , is it a scam or what?",2024-07-07T11:48:20-07:00,5.5.9
np,11465277545,mukeshmahato,1,not user friendly,"Every time I open esewa in iOS, I have to reopen it because of the banner. Please add functionality to close the ad on the first attempt when opening esewa.",2024-07-07T01:09:04-07:00,5.5.9
