country,review_id,author,rating,title,review_text,date,app_version
in,4730178189,shahrukhfarzan,3,Account,Not able to create account and I am from India .Is it possible that I can create account,2019-09-05T04:57:57-07:00,5.1.7
us,4790802042,Milan regmi,1,Poor customer service.... less bonus than from bank app.,Customer service is -5 star they don’t pick phone or have to call many times.... and they don’t resolve many issues prompt ....  App shows error while adding my free bank account.,2019-09-16T04:23:21-07:00,5.1.7
