country,review_id,author,rating,title,review_text,date,app_version
au,9126344445,sifnslsola,1,Worst ap,My account was not verified but I had money in the account  And I cannot use that because it says your limit exceed even I try to send less than 4k  After getting my money back I’m just gonna delete the app and will suggest not to use it,2022-09-27T02:45:28-07:00,5.3.31
in,9099982562,Skbrt15,5,Biratnagar,Biratnagar,2022-09-19T02:32:00-07:00,5.3.30
us,9130795088,LIl_Dumpling101,3,"Great app,",Face ID authentication still doesn’t work with esewa,2022-09-28T10:30:14-07:00,5.3.31
us,9116460702,aaannnnggggaaaadddhhh,2,Profile Picture,We cant change our profile picture from iphone even if we change it from android and login from iphone it reset into original one,2022-09-24T04:23:58-07:00,5.3.30
np,9135774435,Aayush Gaha,1,My transfered balance is still pending,Useless app why my transfered balance to the bank is stucked?,2022-09-30T01:50:47-07:00,5.3.31
np,9130336703,Gautam Nischal,1,Esewa app Crash issue,"This app crashes whenever i want to view my verified document. It would be better, if developer team work on it & sort out the issues.",2022-09-28T07:40:23-07:00,5.3.31
np,9122577752,vhandari,1,Most awful customer service,"It’s ok till you don’t have any problems, when you encounter one the it’s a very big hassale just to connect with them. The phone no. they provide won’t connect and you wouldn’t know what to do next. Your money is gonna get stuck for a long time. For instance I have been trying to contact them for past 3 days but their phone is always busy, neither they reply the mail. Very awful support service. Would suggest for alternatives like fonepay or khalti instead of them.",2022-09-25T21:56:48-07:00,5.3.31
np,9105929073,_9A_D,1,Ignore this application,Go for IME pay instead. They have the worst customer service period.,2022-09-20T23:39:55-07:00,5.3.30
np,9105820632,123dpk,5,Update,Recharge card ko cod bata pani  balance rakhna milne bhayo bhane sano tino karobar garna bill payment garna sajilo hunethiyo .,2022-09-20T22:40:43-07:00,5.3.30
np,9082860436,Gyan narayan,1,Yo problem solve hoss,Paisa send garepaxi paisa chai gaisakyo ani  notifications ni naaaune ani statement Ma ni nadekhaune 24 hour vaisakyo aile samma dekhako xaina,2022-09-13T22:10:39-07:00,5.3.30
np,9081353150,charugrgg,1,I’m very disappointed,I recently created a new account in esewa but unfortunately I could find my bank’s link in this app. The bank name is Nepal SBI bank ltd please add this bank in link service as soon as possible. Thank you!,2022-09-13T10:04:54-07:00,5.3.30
