country,review_id,author,rating,title,review_text,date,app_version
in,11379613181,harsh12037,1,customer care,Customer care is absolute failure.,2024-06-14T02:34:51-07:00,5.5.9
us,11428005207,cancelled your order,1,Glitch,"I am unable to login to my esewa id from US, and I can’t contact those stupid support from here, I can’t pay the electric bills, every household has someone living abroad and their old parents at home, me being unable to pay the electric bill, either my parents has to go to the electric office or has someone to pay their electric bills. When these so called it technician will improvise their connectivity among the peoples",2024-06-26T23:33:11-07:00,5.5.9
us,11402391696,Agrim chor,1,Jsish,Paat,2024-06-20T04:32:26-07:00,5.5.9
us,11387181683,994_darkey,2,Glitches,Cant login esewa on my other phone and so on,2024-06-16T02:26:03-07:00,5.5.9
np,11428062280,makenepalgreatagain,1,TIME OUT BUG,Too many bugs my account doesn’t verify,2024-06-26T23:58:36-07:00,5.5.9
np,11409954993,abdulkaisansari267,2,Always hold payment,This app is not good like khalti . I use from long time but still same problem that hold payment,2024-06-22T04:29:26-07:00,5.5.9
np,11405305168,Prenseserkes,5,A Convenient Solution for Hassle-Free Daily Transactions,"eSewa has truly revolutionized my daily transactions. The app’s intuitive interface makes it easy to pay bills, transfer money, and shop online. Customer support is prompt and helpful, resolving issues efficiently. The convenience of handling all my financial needs from my phone is unmatched, making eSewa an excellent value for money. Highly recommended!",2024-06-20T22:17:25-07:00,5.5.9
np,11380099097,Jsjshs hdhshs,1,Not satisfied with esewa service,Very bad service,2024-06-14T05:32:39-07:00,5.5.9
np,11337712608,Subham Magar,5,Kyc verify,Remove the system of kyc,2024-06-03T00:16:24-07:00,5.5.8
