country,review_id,author,rating,title,review_text,date,app_version
au,9576290394,Parchanda,1,Esewa Id,"Using from overseas, I lost login due to device change then I contacted support team which seems very slow on responding. I do understand you need different documents to verify user but can’t you just request one time. These type of issue should be resolved immediately. Already been chasing for long I just need to withdraw if any amount there then not gonna use it!",2023-02-02T14:27:39-07:00,5.3.36
jp,9664076913,Praaz11,1,Bad customer support,"eSewa customer service, especially viber support is so bad.",2023-02-28T03:50:54-07:00,5.3.38
jp,9578625191,Rozan crestha,3,Customer care,Viber customer care is too bad and thay are not giving response of any masseges,2023-02-03T06:27:28-07:00,5.3.36
gb,9624355772,NMag.,1,App do not let you choose Nepal Code,"In order to login to the eSewa app with Nepali mobile number, sadly the initial option to choose +977 code had disappeared from this new version! Hope this will be cleared soon!",2023-02-16T11:58:40-07:00,5.3.37
us,9657204887,Zayden9929,1,Worst App,This app does not cares about customers. They are only for profit motive. Extra charges unnecessarily limit,2023-02-26T03:04:08-07:00,5.3.37
us,9646799833,sohanxtha,1,About esawa,Hawa xa kam xoina mula 100 halda ni 5 rupes charge katxa,2023-02-23T04:25:00-07:00,5.3.37
np,9642683104,Dsabitri Adhikari,1,Worst Customer Service,"Been using the app for 7 years but when I had to change phone number, the CS depart is totally unresponsive. It’s been 1 month since I called & mailed them but the issue is not addressed. No response at all. So started using alternatives. 👎",2023-02-21T22:57:20-07:00,5.3.37
np,9642618293,जागृत,1,irresponsible !!,"लग इन गर्न खोज्दा पासवर्ड मिलेन भन्छ! रिकभर गर्न खोज्दा हुदैन, पुरानो डिभाइस प्रयोग गर भन्छ! कन्ट्याक्ट गर्न खोज्दा फोन नै लाग्दैन! !",2023-02-21T22:22:01-07:00,5.3.37
np,9629158670,19ayush98,1,Worst customer service.,"Being a fintech company, they should be having excellent customer service. When it comes to money related stuff, people do not want to wait. However, esewa has such excellent customer service that it never even addresses the issue.",2023-02-17T22:45:32-07:00,5.3.37
np,9570509940,Esewa is a scammer,1,Scammer,Guys don’t use this app this app is totally scam government should remove this app,2023-02-01T01:24:35-07:00,5.3.36
