country,review_id,author,rating,title,review_text,date,app_version
us,9012113240,user of this app/game,2,So much bugs and glitches,"I don’t know if same happens with android but on iOS or iPhone 12 Pro Max this app is literally the worst like there are so many glitches and bugs even now when I want to top up the screen is white and I am not able to top up not just that the whole screen is white therefore if I wanted to pay for something or buy plane tickets then too I would not be able to do it and it’s not like the first time , I have seen this happen multiple times eSewa should really give more attention to iPhone users",2022-08-24T07:09:55-07:00,5.3.29
us,9012052374,tero bau nickname,1,geda jasto,muji kera jasto esewa jailay chaiyako bela server down hunxa kailay k hunxa vaak one star ni dinu man xaina but dinai parni vayara ho ta haru kam xainas band han yo esewa,2022-08-24T06:50:39-07:00,5.3.29
us,8967483546,weaser451,1,Worst customer service ever.,I missed an important payment.,2022-08-11T04:27:31-07:00,5.3.28
np,9032977382,kandoo123,1,Not getting money,Mug 24 ghanta vaisako bank bata pathako esewa ma audaina .. mug kando app ..,2022-08-30T00:42:37-07:00,5.3.29
np,9028773145,whydoyouevencare $$,2,Bug or idk what,Idk why but my verification code is not Delivered in my device fix this problem 😡,2022-08-28T22:33:04-07:00,5.3.29
np,9012261630,Chandabudhathoki30,1,Eshewa bug,After this update I updated Eshewa I found lost of bug and I can’t even login my eshew account you just make Eshewa worst,2022-08-24T07:57:25-07:00,5.3.29
np,9012164293,Tsheringsh5,1,Issue with the server,"I have fine working internet but only esewa doesn't work and says the network connection was lost, request time out or something went wrong. please try again.",2022-08-24T07:26:12-07:00,5.3.29
np,9012137468,9825921292,1,Piece of Rubbish,if someone can make better payment system than esewa i will invest on it!!,2022-08-24T07:17:34-07:00,5.3.29
np,9012051402,ParaboYbipiN,1,Fix this issue,"Unable to login. Everytime i try to log in, network connection is lost. While every apps are working on my network.",2022-08-24T06:50:19-07:00,5.3.29
np,9001002761,esewa chorharu,1,Worst app,Worst application yo app tension matra khainapaiko,2022-08-21T02:19:27-07:00,5.3.28
np,8970655304,Mr lama tmg,1,Not showing statement iOS new update,Not showing statement iOS new update,2022-08-12T03:34:43-07:00,5.3.28
np,8968004684,jhusuale,3,Not showing statements,Solve the problem of my account,2022-08-11T07:31:44-07:00,5.3.28
np,8946987022,nirajan saud,1,Esewa scammer,Esewa always scam money and please I need my money back I will case on you,2022-08-05T02:43:52-07:00,5.3.28
np,8937350047,maan.thapaa,4,Need feature update in Link Account,Link account is only limited to the customers with mobile banking services from their respective bank. Customers should be able to link bank account without having mobile banking.,2022-08-02T06:08:00-07:00,5.3.28
