country,review_id,author,rating,title,review_text,date,app_version
au,13289777779,samu198,1,Double transaction help,"मैले हालै एक जना स्थानीय व्यवसायीलाई eSewa मार्फत भुक्तानी गरेँ। तर नेटवर्कको समस्या भएर सोहि रकम दुईपटक तिरियो। तुरुन्तै मैले eSewa सपोर्टलाई सम्पर्क गरेँ, तर त्यहाँको सेवा त एकदमै निराशाजनक रह्यो। न त कुनै छिटो जवाफ, न त समस्या समाधान गर्ने चासो। बरु घुमाइफिराइ उत्तर दिन थाले। यस्तो लापरवाह र गैरजिम्मेवार सेवा देखेर म दंग परेँ। अबदेखि म कसैलाई पनि eSewa प्रयोग गर्न सिफारिस गर्ने छैन। आफ्नो जोखिममा प्रयोग गर्नुहोस्!",2025-10-19T23:33:39-07:00,5.5.27
in,13312461949,Theamack,1,Privacy concerns,This app has serieas privacy concerns. Even minor operation requires location services. Very sketchyapp,2025-10-25T07:25:50-07:00,5.5.27
jp,13212816204,tero bauuuuu07,1,Gu jasto muji,Lado app muji dob jati rakhe pani mildena bhancha kera jasto solve gar yo sab problem muji esewa tori,2025-10-02T02:05:08-07:00,5.5.27
np,13328448684,Ladorakhnu muji,1,Dhokebaj,Ta muji haruko apps ko chai aabar pareko bela jaila server down hunxa machikney haru aalik gatilo banaunu sakdainas banai sake paxi bela na kubela server down,2025-10-29T01:31:13-07:00,5.5.27
np,13319374318,saffal,1,complain,timiharuko app chutiya xa jatha.. profile picture halnai 20 choti choti garnu parne.. tw jatha haru sab ko fursad hunna,2025-10-26T20:51:50-07:00,5.5.27
np,13310429608,Krishang thapa,1,not working,i have try overal 100 time download and delete but it occur same problem crashing please esewa solve this problem in iphone 6 i haved fashesd a lot of problem because of crahsing  As soon as as possible please 🙏,2025-10-24T20:06:15-07:00,5.5.27
np,13289728405,Shubhash ji,1,ESewa fraud company,Nepal government lay ESewa Banda garnu paryo fraud app yo matra single app chaina paisa pathuna aaruko paisa tirisakya huncha tireko chaina vani hold gari paisa khancha desh lutuwa.Political power vaysi j garda pani hune yo company lai.,2025-10-19T23:12:15-07:00,5.5.27
np,13285135629,Abbbddddd,2,Worst service provider,This service is the worst service everytime if you delete and install it then when its time to verify then it tell you to send code in sms that cost money and if yo do not have money in your sim card then the code will not get what the heck code is for free but in this service we have to paid,2025-10-18T21:14:19-07:00,5.5.27
np,13242874227,dtamang590,1,Requires Location,Doesn't work if location is not turned on.,2025-10-08T23:23:06-07:00,5.5.27
np,13239968561,ki saryera,1,Reason,It used to work fine now it won’t even open .. it does not work at all #help,2025-10-08T06:41:30-07:00,5.5.27
np,13229672680,Suchan nyaupane,1,Worst app khaki better,Worst,2025-10-05T20:28:35-07:00,5.5.27
np,13213474259,AchyutParajuli49,1,Sending Money Issue,"When location is turned off, I cant send money. Why is location required for this action?",2025-10-02T05:30:57-07:00,5.5.27
np,13212167939,Good_boy04,2,Scam ho,"It’s a really convenient digital wallet , however ! k ho charges , j ma pani charges! Esewa to eSewa sathi lai send garnu paryo pani 10rs charge re ! It’s a scam",2025-10-01T21:59:10-07:00,5.5.27
