country,review_id,author,rating,title,review_text,date,app_version
au,6950721305,ihatesastodeal,1,Poor customer service,"I am currently living abroad since 3 years. I was using esewa since it was open. When i was in nepal i have registered from my mobile number and it doesnot work here . Hence, I was using esewa web version. Since 6 months they asked me to reset the password. When i try to reset they ask for otp mobile verification. I cant access my old mobile number and i try to call and email them many time but also they havent respond me. So poor customer service. They should ask user before doing this.",2021-02-03T17:01:24-07:00,5.3.12
ae,7034324057,hfrhx,3,Not accessible,This is great app for nepali users only in nepal but not for international user. Please make access for using from international countries to get benefits from this app. Thanks,2021-02-24T13:19:37-07:00,5.3.13
