country,review_id,author,rating,title,review_text,date,app_version
in,11751209512,Saaruh03,3,Unable to load funds through international,"It really need to work in loading funds through international debit card,every time i try to do it consistently says error and doesn’t load funds..please fix this issue or remove international fund loading system",2024-09-22T00:19:06-07:00,5.5.12
kr,11698401219,Nembang jiban,1,Otp,One time password nadeyko 1 barsa lagyoo.phone garda mail garna lauxa mail garda phone garna lauxakhattam xa😡,2024-09-07T05:17:08-07:00,5.5.11
es,11766296577,logout help,1,Refund or release,Hold ma vako poisa 3 din vaisako na release hunxa na refund hunxa balance on hold vanxa pending ma kunai transaction xaina…customer care ko kosaiko phn utdaina lagdaina k garna khojeko ho😠,2024-09-26T04:43:40-07:00,5.5.12
ae,11762036112,Alish99999,1,Irritating app,"Dont make kyc mandatory , just wanted to explore and its freaking irritating to fill everything to use service",2024-09-25T00:29:52-07:00,5.5.12
ae,11735272027,Telisha Rai,1,👎🏻,"so frustrating how easy it is to load money, but when it comes to sending it, it's a struggle.",2024-09-17T14:12:31-07:00,5.5.12
us,11715720824,Cro100739,1,Chutiya ho app,"Star ta ek dina man xaina, tmeharulai payment send garna location ni chahyo?  Chutiya haru  I uninstalled this app Ime pay is better",2024-09-12T04:01:42-07:00,5.5.11
np,11773479274,Nabin goyal,1,It’s not accessible in iPhone for visually impaired person.  Even we cannot top up our mobile.,It is also difficult to pay electricity bill as navigation is not good. Saved payment are also not navigated easily even we cannot navigate the air ticket section.,2024-09-28T02:58:03-07:00,5.5.12
np,11772563357,torelaure,1,ध्यानाकर्षण सम्बन्धमा,"I used to love using esewa alot ! मलाई esewa app धेरै नै राम्रो लाग्थ्यो transactions हरु पनि गरिरहन्थे , तर September 24 time 15:33:48 को दिन मैले nmb bank बाट rs 4 thousand esewa id ma हाले , बैकमा पैसा काट्यो तर esewa मा load भयन् !  Issue report गरे तर पनि ३/४ दिन भैसक्दा पनि कुनै ध्यानाकर्षण भयन् !  अब मैले अबका दिनमा म esewa use गरौ कि नगरौ म आफै सोचमंग्न छु ! 🤔🤔🤔🤔",2024-09-27T20:16:03-07:00,5.5.12
np,11762691078,saleena__mrj,1,Poor customer service,Very poor customer service they took more than 1 month to solve just one problem worst customer care,2024-09-25T05:04:51-07:00,5.5.12
np,11755026124,Joshi Man Rushil,1,Esewa Travel,"Dear Esewa , are you earning some amount from your esewatravels ?? As you being the leader in this business . Your team Esewa travel must be giving you the extra expenses only. As there is no such staff who can give business to you. It’s been more than 5 days I have left message couple of times . And still no any reply. And do you think transferring multiple calls to get to reach your service agent , where all competitors are giving good response instantly. You have to think about it . Bishwash dai you have to check twice with your team .",2024-09-23T01:24:39-07:00,5.5.12
np,11736951358,Red- Devil,1,🤢🤮,Worst Customer Service ever experience such a rude lady who doesn’t know how to handel a customer 🤢🤢🤢🤮🤮🤮🤮🤮,2024-09-18T03:34:28-07:00,5.5.12
np,11736373063,009@rk,5,Lifestyle,Nice and easy to use..can do alot of transaction nowdays..,2024-09-17T22:50:39-07:00,5.5.12
np,11733746161,Ankit__Ap,3,Esewa needs to remove charging Esewa-Esewa transaction charges,"Guys esewa is charging 10 even for E-E transactions. That’s totally ridiculous. This needs to be removed else from my sode I’m using Ime Pay or. Officially boycott esewa. I would rather use mobile banking , at least that’s the safest!!!!",2024-09-17T05:19:10-07:00,5.5.12
np,11715715209,Ahdhdhbs,1,Service,Worst service i had ever experienced in my life   Laterally the most useless app,2024-09-12T03:59:38-07:00,5.5.11
np,11708566989,Marco dai,1,Haha,Yesto app vanda ta bank kai app secure ra ramro hune raixa kyc verify hanxu vanda jailei kai na kai jhamela,2024-09-10T01:56:33-07:00,5.5.11
