country,review_id,author,rating,title,review_text,date,app_version
in,10527172924,aksamitsah.dev,4,Crash issue,Under my profile-> my information-> document when i click crash and exit from app,2023-10-29T00:58:52-07:00,5.4.3
in,10515806184,kolkalam,1,App keeps crashing ios17 iphone 14pro,I cant open the app . It crashes as soon as it opens.,2023-10-25T19:23:48-07:00,5.4.3
us,10530399968,Nischal Raj Shrestha,4,Needs Offline mode,We need offline payment method,2023-10-29T22:15:02-07:00,5.4.3
np,10480203693,esewa mula chor,1,please use khalti app this esewa app is worst finance app,i tried to call them several times but they didnt pickup the phone i tried to contact with gmail but they dont reply my mail use khalti instead of this guuu sewa app,2023-10-15T23:08:59-07:00,5.4.2
np,10458100111,LutBandit,1,I,Issues with web logging cannot make payments and additional charges,2023-10-09T23:00:15-07:00,5.4.1
