country,review_id,author,rating,title,review_text,date,app_version
in,10974434209,Bedu aale,1,Plz update,Auto crayasesh app,2024-02-24T05:27:51-07:00,5.5.0
in,10960207589,Nujan Sitaula,1,Face ID never works!,I’ve tried enabling faceID but it’s never working. LOL,2024-02-20T07:06:02-07:00,5.5.0
in,10888825992,Sshhivvaamm,1,Don’t download,It was horrible experience any one after send the money can report and the accounts get blocked all money are on hold,2024-02-01T05:56:49-07:00,5.4.9
jp,10977128118,Jangug a,1,Kyc verification,There is a problem in kyc verification which I informed to the esewa team but surprisingly there is no resolution. Very bad customer service,2024-02-24T22:07:05-07:00,5.5.0
tr,10922172445,Shana crerer,1,Bad customer service .,I really didnt like this app the customer service is the worsttt i would not recommend this app,2024-02-09T22:04:56-07:00,5.4.9
np,10989265092,Putung lama,5,Why not downloading eSewa in my App Store,Help me please 🥹,2024-02-28T08:24:06-07:00,5.5.0
np,10980555017,theplayer171234,1,This app is too much buggy.,"App do not respond sometimes, when called to their customer care, they say there is a problem in server most of the time.",2024-02-25T20:31:42-07:00,5.5.0
np,10956753304,Sagaracg,3,Please introduce more stable money loading options,The only reason i stopped using esewa and switched to khalti is that the money loading methods in esewa are not reliable and it takes a long time and a lot of effort to get that money back.  Khalti has connectips integration and connect ips is so reliable that i only have had one transaction that had an issue in the past 2 years i have been using it. And for that too the money was back within 2 minutes automatically.  I admire esewa as it started the wallet revolution in nepal but i cant justify using it unless the mechanism to load money is reliable and doesn’t waste hours of my time trying to get it resolved.   I really don’t understand why esewa doesn’t have a connect ips integration,2024-02-19T08:08:21-07:00,5.5.0
np,10955679897,Daemon__,1,Poor service,Good luck with customer support!,2024-02-19T01:59:10-07:00,5.5.0
np,10951619934,2wisst,1,To scanning,You guys really need to work on the scanner!!! Whenever I try to scan the QR :this service is not available in your region ? What’s that ???,2024-02-17T23:40:47-07:00,5.5.0
np,10931327189,suzangurung,2,I can’t login,I upgraded to An IOS Today And U Can’t Login in Esewa every time i get to the login section and type my number it says network error. Is there anyway to fix this issue?,2024-02-12T09:06:35-07:00,5.4.10
np,10930680090,bidhan_rana,1,Poor Management,Tait kunni k bhako pahila ta ramrai chalira hunthyo aaja bholi ta jahiley network connection lost kahiley k kahiley k. If you’re new on this app i would suggest not to use it jaha gayera jun bela pani dokha dinu sakxa,2024-02-12T05:30:13-07:00,5.4.10
np,10913937009,Shubhash Sah,2,Difficult to login e-sewa I’d in  another phone.,(SEND SMS TO VERIFY YOUR MOBILE NUMBER ) Plz remove or manage this step while login. This step creat problem in difficult situation🙏🏼🙏🏼,2024-02-07T15:36:27-07:00,5.4.9
