country,review_id,author,rating,title,review_text,date,app_version
in,6258020337,SF2110,1,Invalid Number,Why can’t i use this app in India?,2020-07-29T22:01:23-07:00,5.3.4
jp,6186991709,Bhuwan Rijal,5,Update please,I m living in japan and i cant use it because of phone no problems,2020-07-11T16:45:26-07:00,5.3.4
jo,6195887074,Pujanraj Joshi,1,Slow and annoying,"This app doesn’t works when you needed it the most, poor quality application plus, when the internet connection is working just fine it takes hrs just for a refresh, stupidly annoying",2020-07-14T00:57:31-07:00,5.3.4
