country,review_id,author,rating,title,review_text,date,app_version
cn,1953863713,lenis',3,Fund transfer,Can’t this app just bind with bank account and make it easy to use beside first transfer amount to eSewa then only use it ? Also when will this app have qr code for payment ?,2017-11-27T17:29:48-07:00,4.1.7
in,1910575478,Ronish12,2,Need update,Cant poceed for classictech net recharge.Need to bug fixes to those problems asap.,2017-11-10T03:18:24-07:00,4.1.3
in,1902984098,"IT Care, Dhangadhi",2,App unstable on Air Ticketing,App get closed while searching ticket..,2017-11-06T19:51:46-07:00,4.1.2
us,1891588198,Blainearron,1,Still Glitches & bugs,App crashes when flight availability is checked... Doesn’t show any result..,2017-11-02T01:09:21-07:00,4.1.1
