country,review_id,author,rating,title,review_text,date,app_version
au,13631434683,USATYAL,1,Bugs,Please update your app . Too much bugs it does not open on various time .,2026-01-13T22:50:38-07:00,5.5.30
de,13639232542,aayush 21,3,No alternative login options.,Phone number logins are outdated. Tons of diaspora living abroad needs to create new acc every time one flys back home as sim providers deactivates numbers after few months of inactivity. Therefore esewa needs to introduce multiple login options !!,2026-01-16T01:36:11-07:00,5.5.30
np,13684193903,Vvvvuvucucchjcjjcjjv,1,It doesn’t work when it needed in emergency,The bug must be fixed e sewa doesn’t work some times it doesn’t transfer money it cuts for 2 3 times… its such a frustrating platform we are using khalti better them e sewa…..,2026-01-27T22:29:45-07:00,5.5.30
np,13684179731,Nickname@190,1,Thuikkka,Thuikka,2026-01-27T22:22:51-07:00,5.5.30
np,13682144150,tihor henry,1,transactions,very low service my 1500ra stuck and i didn’t get it back too,2026-01-27T09:09:49-07:00,5.5.30
np,13672870773,Gem😌,1,Worst app,Never runs when about to pay such a idiot app,2026-01-24T21:34:22-07:00,5.5.30
np,13650491313,mighasha,3,Bad service and bugs,When I try to open the app it always gets back to the home screen especially on e sewa,2026-01-18T21:50:04-07:00,5.5.30
np,13635067966,Roshan026,1,Review,J paye tei,2026-01-14T21:58:26-07:00,5.5.30
np,13631456397,Justice4allUser,1,Fraud promo,Tried using the TOPUP150 promo code in the promo time but the app did not allow the topup but when topping up without the code the top up was successful,2026-01-13T23:01:23-07:00,5.5.30
np,13593723079,pushpagurung,1,Please repair asap,It was all good untill now. I humbly request you to repair asap i am facing difficulties,2026-01-04T06:09:22-07:00,5.5.29
np,13593652471,Kdkl1432,1,Never trust esewa,Worst payment platform,2026-01-04T05:48:21-07:00,5.5.29
np,13593607896,Srijan Khawas,1,Bad service,"Very bad service. The eSewa app crashes frequently and shows errors almost every time I try to use it. Payments fail, the app freezes, and it wastes a lot of time. Completely unreliable. Needs serious improvement.",2026-01-04T05:34:48-07:00,5.5.29
np,13593573199,Samuney,1,Server problem,Always server down issue. Always putting on trouble when will this bugs gonna solved,2026-01-04T05:24:09-07:00,5.5.29
np,13593512999,Gedaa jastooo esewa,1,Geda jasto,Kasto ho muji pay garne bela service unavailable kk vandini yesto para ley chaldaina hai muji ghanta ni didina review geda jasto jhandai hotel ma bhada majnu pareko xa 5 chotii ailey pani rish ma lekhdaixu review yo yesto problem chadai milam haii,2026-01-04T05:05:18-07:00,5.5.29
np,13593511680,Immortal_King7,1,Regarding App,Ekdam slow xa app Jhan evening ko time ekdam lodhar chalxa App nau open hudaina Transaction garda app open hudaina Khate app kasto chaldaina ho,2026-01-04T05:04:53-07:00,5.5.29
np,13593440636,Kufss,1,Kuas,Kaile pani kam lageko bela chaldainaaa nonsensee frustrate vaisake vanyaaa,2026-01-04T04:41:46-07:00,5.5.29
ae,13635572981,Gãñësh,1,Fake,ESewa told me share 15 people ESewa offers and gets 4000 but not giving,2026-01-15T02:04:35-07:00,5.5.30
us,13665484349,Cheeettti,1,Login error,"This is too much frustrating, no any good service and maintenance while having login issues.",2026-01-22T23:44:40-07:00,5.5.30
us,13646322754,Mezimar,2,Bug or what??,Its not opening in my iphone 6 and when i try to open it still forces me back to home screen although it supports my device ios,2026-01-17T20:09:17-07:00,5.5.30
us,13593838554,hdadvbhh2577,1,Bad experience,👎👎👎👎👎,2026-01-04T06:42:55-07:00,5.5.29
us,13593574708,Guuesewa,1,Too much issues,"Too much issues and ,got me into awkward situations many times",2026-01-04T05:24:37-07:00,5.5.29
