locale,review_id,author,rating,review_text,date,app_version
en-np,2d7b1260-0dae-42fb-9ed1-49ef19786123,A Google user,4,"This is awesome app, I ever use to do for personal use. But some time I don't know why offline service does not perform, usually as I used to do???",2018-03-31T16:18:53,3.2.7
en-np,98510ca5-bbb7-4bdb-be13-a87d2c3d247c,A Google user,5,excellent,2018-03-31T13:31:46,2.6.2
en-np,9e11f69b-574d-4496-b8bc-0b9d5d8c1ec3,A Google user,5,Excellent platform for wallet,2018-03-31T10:02:07,3.2.6
en-np,faff4061-e9a3-45ff-8649-99f683f1f48a,A Google user,5,Save paper save time save money,2018-03-31T08:13:50,
en-np,4f3e32c4-2e03-4fa1-a5a7-c48a982b6079,A Google user,5,Revolutionary App with excellent customer support!,2018-03-31T08:02:44,3.2.7
en-np,7e9154d9-fc0f-424b-be93-e65ef5195948,A Google user,4,Very very good this apk...,2018-03-31T05:26:12,
en-np,9104bfbf-c9ac-4b92-a266-0d10566e60ec,A Google user,5,Cool,2018-03-30T11:46:55,
en-np,19ca5a61-7308-4f09-9e42-9d4928daf414,A Google user,5,this is the age of modern  period  and this is21st century and this type of app should be made,2018-03-30T06:15:41,
en-np,8e433d97-bf1b-4ac9-8996-1da12f713bb6,A Google user,5,eSewa is one of the best online gateway payment i like it  .....and very easy  to use and save the time,2018-03-30T04:29:24,3.2
en-np,141872b0-74bd-4d83-b179-f81b6353158c,A Google user,5,esewa is a very easy to used i love it (Jamana kaha bat kaha pugisakyo ),2018-03-30T04:29:24,2.5
en-np,31d9ab26-1dd3-4799-9f13-e35ba607421e,A Google user,5,"It is my favourite application, so easy for payement and easy to use .",2018-03-30T04:24:03,3.2.6
en-np,ecb17b36-f470-4570-a889-1f834f627377,A Google user,5,it is a perpect application.I have ever seen i love it.,2018-03-30T04:20:34,3.2.5
en-np,5e124b7b-3ab7-4c7a-a07b-3865dd3926b3,A Google user,5,"eSewa is totally a bliss of hassle free in our daily life. Has been using since 4 years, no any complain till date. Keep growing. All the very best to you guys! 🤘",2018-03-30T00:52:51,3.2.6
en-np,61286d8e-c4af-4f75-99a4-ebb51ceb816f,A Google user,5,Its easy and best to use,2018-03-29T16:39:32,3.2.4
en-np,348731f5-5d57-4407-b248-4facdf9b5d6c,A Google user,5,I am so pleased by service.. thank you..,2018-03-29T16:07:20,3.2.6
en-np,279ca6c3-04b1-4108-ba4e-f4925de4889d,A Google user,5,Best payment getway,2018-03-29T16:00:43,2.5.1
en-np,01a3ab3e-38c3-4b18-a148-403926cc1c2f,A Google user,3,if u linked with indian sbi  bank than i am sure your apps will be famous in indian also coz many nepalies people r working in inda as defence person weater reading mbbs etc and must of r linked with sbi bank so if u link nepali and indian sbi bank in your apps it will be more effective to both of us,2018-03-29T15:37:55,
en-np,95d08d85-2bb4-41e5-be2d-e461892d86ff,A Google user,5,Love Sanju,2018-03-29T12:21:59,
en-np,ee0bf8eb-c4dc-4a43-b34f-7744e2b6b272,A Google user,3,Still a lot has to improve but full marks for their initiation of bringing cashless payment option in Nepalese markets.,2018-03-29T10:25:20,
en-np,e66e26ad-3349-4c2b-a58b-4468d439aa95,A Google user,3,Can we load our credit card,2018-03-29T05:01:16,
en-np,6157cfd1-88d7-4404-a2ff-74333ae774c2,A Google user,4,"Okay, I am very much satisfied with recent updates. Now there are lots to do with single app. It will be more better if we can load money within frome eSewa by linking our bank accounts and other international payment gateways (if possible). We have to install particular ebanking app and find load esewa which gives errors sometimes. So, I could rate 5 of 5. Thank You!",2018-03-29T03:38:19,3.2.3
en-np,d574cb3f-c87e-4933-bf88-9c1899e0082a,A Google user,5,Esewa is very useful payment app but when i open my ofline esewa  for balance ineqiry it does not send      my balance n how to keep balance in esewa wallet,2018-03-28T17:21:26,3.0.6
en-np,a317be06-d202-481f-bbda-b1e812351a9b,A Google user,5,It's a largest financial edition of nepal,2018-03-28T17:11:42,3.2.5
en-np,4caab0cf-10fb-4c14-b004-1b3ca39dc157,A Google user,4,Everything is fine. But 4 star because i cant downlad statement from app. Its so irritating.  I hope this problem get resolved soon. 😊,2018-03-28T16:55:45,3.2.6
en-np,697d03ce-5f3a-4e3b-a38c-1baa76785cc8,A Google user,1,Bank ma sms bata transfar vako Chhaina k vaka,2018-03-28T13:15:08,3.2.6
en-np,fb32f8be-f072-4535-b741-467b6384a90d,A Google user,4,Nice app.,2018-03-27T23:20:09,
en-np,4f2a672e-d2da-47ad-872f-5660f8cd521c,A Google user,1,Sux,2018-03-27T14:24:23,3.2.6
en-np,b32c6c93-10ce-4b63-8162-f8a53682884d,A Google user,3,kasri ho paisa halne esewa account ma,2018-03-27T13:19:54,3.2.6
en-np,ffa9b4d7-08f5-408a-a8a7-dcd3ebc1fea9,A Google user,5,Easily the best app of its kind out there! Puts the rest to shame.,2018-03-27T13:03:36,3.2.6
en-np,f4532f1f-0399-41ad-bf26-3ca7909640d2,A Google user,5,Too good to be true!!!,2018-03-27T11:14:57,3.2.6
en-np,71838cf8-ab32-4ee8-8ae5-9552d6d0447a,A Google user,5,The recent app update has been user experience focused. Keep it up.,2018-03-27T11:10:45,3.2.6
en-np,ded5a6ed-36d0-4186-92e5-4e74d79f7630,A Google user,5,Nice,2018-03-27T11:04:39,3.0.4
