locale,review_id,author,rating,review_text,date,app_version
en-np,b09872b5-50ea-41e6-958a-b1275aca8a40,A Google user,5,Best apps,2016-03-31T15:40:43,1.2.8
en-np,1a0a9a73-f0d5-4fb4-8d61-17d5c5271194,A Google user,5,But cash back commission is low,2016-03-29T12:20:46,1.6.0
en-np,86c05b9d-be9b-41b2-aca0-bae316d3c79c,A Google user,1,Please add Nepal Bank Limited,2016-03-28T14:20:25,1.6.4
en-np,550e322f-f1f1-49b7-a4cc-6c16eea7ca72,A Google user,1,In my phone this is not registar,2016-03-28T00:06:12,
en-np,9e14eb54-c4ba-4a3d-bb5c-b7a92dba1973,A Google user,3,Problem aayo.. mob ma 2 ta sim xo ra 2nd sim ma matra mero esewa register xo tara apps chai 1st sim bata chalxa keo try garyo ki num register xaina vanxa... kasari change garne option nai xaina ki maile nadekheko....?,2016-03-26T02:16:46,1.6.4
en-np,77082a00-d2a5-4ae7-9b59-0c2078d60c3c,A Google user,5,love,2016-03-25T09:43:32,
en-np,03e04987-c6c6-4e66-87f6-e42e5c754090,A Google user,3,Good app...but it would be better if we could not only have option to load the amount and have more payment methods by entering stc or visa card details..without loading.. would be easy for those ..who does not use ebanking. ..like I loved this app but since I don't use ebanking difficult to use and load...if update it will surely use by Sct option,2016-03-24T17:48:10,1.6.4
en-np,ba2bd659-f6d2-47e1-a30e-06b95d070287,A Google user,3,"यो एप्लिकेसन अत्यन्त उपयोगी छ र एसलाई visa card, master card, अथवा अन्य माध्यम बाट बिदेश बाट नेपालमा रिचार्ज गर्ने सुबिधा थपिए बिदेसमा रहेका लाखौ नेपाली लाभान्वित हुने थियौ ।",2016-03-24T11:15:30,1.6.0
en-np,eed0f1cb-96df-4f05-b623-9f6b7856f42b,A Google user,4,Plz make it web based it would be an awesome app. Try not to send SMS in every step,2016-03-24T02:59:48,1.6.4
en-np,729d0811-0d3c-40de-a9ce-338aedb756ce,A Google user,5,great app,2016-03-22T17:48:05,1.6.1
en-np,a73c8876-0a84-4ecf-9f17-708ca42bf4ef,A Google user,5,Its very useful app. M loving it. Thank you e-Sewa.,2016-03-22T16:25:58,1.6.4
en-np,4a5d937a-da76-47a6-8f7b-2b0cfc526bb0,A Google user,5,How can i registere now i m out of nepal,2016-03-22T15:04:09,
en-np,8bda92aa-e376-4a8b-ae23-8472ee9a02ea,A Google user,5,I have forgotten my mobile pin so please tell me how reset it?,2016-03-21T13:37:51,1.6.4
en-np,926d891c-62f9-4db4-99ea-0c00af892735,A Google user,4,Great app .but can we pay for Wimax net service ??,2016-03-20T14:12:30,1.6.4
en-np,050bbf72-0b18-4c3c-be63-aa779732bbe8,A Google user,5,Very useful app,2016-03-19T03:08:29,
en-np,83928f1a-e01e-4736-a2d8-e37f2d9d28dd,A Google user,5,best online payment as well as fund transfer gateway in nepal....,2016-03-18T06:02:21,1.6.4
en-np,89564e0e-360f-42a1-b96f-0c7ead0e12c1,A Google user,4,Very good for recharging. Hope it will be more helpful to buy paid android apps.,2016-03-16T07:44:59,1.6.4
en-np,9bfbc058-24a7-44bf-9417-89df16cfce13,A Google user,4,Should get link with PayPal account also,2016-03-15T11:55:29,1.6.2
en-np,16e13934-cb56-4c76-9798-1bb5ec16c802,A Google user,5,"रिचार्ज गर्नु पर्यो? No problem,no tension eSewa छँदै छ नी | 100% useful App thank you eSewa",2016-03-15T07:32:55,1.6.4
en-np,abd6a6c6-b10b-4a56-b1af-430bce07317e,A Google user,5,Please add payment feature Of Nepal Investment Bank,2016-03-14T02:35:40,
en-np,35569d37-911e-49d6-abd4-c028f99a42be,A Google user,5,sophisticated app for Us,2016-03-13T12:56:16,
en-np,b9e33572-2cff-4482-866d-7941305d3023,A Google user,4,"superb useful app...better if you add option of internet payment like via net, worldlink etc",2016-03-10T17:52:53,1.6.2
en-np,9f4e8051-43d3-48fe-ab7c-254ba1637a7b,A Google user,5,bullet karma,2016-03-10T04:30:51,
en-np,e746153b-ea7b-43eb-80b4-36de69a5c0fa,A Google user,3,But if it linked with others banks only,2016-03-09T04:05:40,1.6.2
en-np,0433209f-9545-46c1-87c3-3e2bf07d9f91,A Google user,3,I am out of country please tell me how to register esewa,2016-03-06T04:40:13,1.6.2
en-np,f08af856-c2b9-40d2-986a-7ef2cb5e333f,A Google user,2,In app.  Web app vaye  it becomes more good..,2016-03-05T06:53:46,1.6.1
en-np,0474e66b-08c0-40e7-8711-7d2bc0d3afec,A Google user,1,very useful appilication.,2016-03-04T13:50:56,1.6.1
en-np,315297d2-b57c-4c15-9361-c655c5a9befb,A Google user,4,Nice app with great services.... And it would be better to have web login option too(like BOK Smart App).,2016-03-04T06:41:12,1.6.2
en-np,728f9ee6-a882-4589-ad96-a999bcc7ff8c,A Google user,5,Really good. Love it.....,2016-03-04T06:40:33,
en-np,ce8129f3-0848-4bf4-b3f1-e059ac1faf6d,A Google user,5,.....,2016-03-04T04:11:53,1.3.4
en-np,57979470-526d-4c9b-868c-af1a68cacff4,A Google user,5,This app is useful and nice,2016-03-03T14:51:43,
en-np,bcdb0ca1-8461-4a98-be59-0e5ff5cbab32,A Google user,3,Make this app to access internet account.... give cash back for dish home top up  and other similar activities.... make it large ..,2016-03-03T11:37:35,
en-np,896af8ec-1eab-4315-bdd3-4267b23071b6,A Google user,5,Plz add Nea Pokhara,2016-03-02T13:18:06,1.6.1
en-np,b90d75b7-c533-48d7-b157-eb959af11209,A Google user,5,Please add subisu billing system,2016-03-02T03:35:13,1.6.1
en-np,7d76f047-b400-4f57-8239-357b72d20647,A Google user,5,Very good app,2016-03-01T05:20:17,1.6.1
