locale,review_id,author,rating,review_text,date,app_version
en-np,5078de7f-39ae-4f13-9ab9-9cc75a58596e,A Google user,5,So good,2020-02-29T14:19:49,3.6.7
en-np,57822282-a891-46c3-9512-5a47fb23feed,A Google user,2,Thats not simple,2020-02-29T09:22:50,
en-np,3be4f619-56cb-4313-bfd4-731e7a528fdf,A Google user,4,I have a problem My logging id i.e mobile number has lost and it is asking for verification but i don't have my number so I am unable to verify my account. What can I do?,2020-02-29T05:00:33,3.6.7
en-np,180fe12d-3629-4863-af7d-7fa9f7ddaff9,A Google user,5,Esewa is Good service but international credit card not accept why..?,2020-02-28T22:12:52,3.6.7
en-np,c9adac08-fbbc-403b-9578-e8d8879a7b39,A Google user,5,Its best app but still for Murgiya khanepani not include yet waiting to get best service,2020-02-28T15:28:28,3.6.7
en-np,a3cb2b5f-2d48-4b15-832d-1f5730a6f906,A Google user,5,Nice app,2020-02-28T12:47:40,3.6.7
en-np,c0f2a46a-ede6-43cb-bf86-a18078894dfe,A Google user,5,We can help/provide information for A1=Nepal.,2020-02-28T10:32:41,3.6.7
en-np,97cbecc4-e1ed-4ba5-a258-2f1e10e24170,A Google user,5,Very good i loved it,2020-02-28T10:29:09,3.6.7
en-np,360cce38-bc7b-4099-83a9-7eb9037eba97,A Google user,5,Amazing appp,2020-02-28T09:47:25,3.6.7
en-np,ed9d1407-ed12-4faf-a9db-feb7eacd6ecd,A Google user,5,This time awesome.,2020-02-28T07:22:15,3.6.7
en-np,c3e4afbd-9d76-496e-bee2-2f2935f2798c,A Google user,5,Best app 👍,2020-02-28T03:09:09,3.6.7
en-np,c3018b5c-678d-49a7-ba30-9aff0451396b,A Google user,3,I tried to open eSewa account from australia but didnt happen...,2020-02-27T22:08:19,3.6.7
en-np,b692cf97-904c-4f5e-acbf-c0c7ecee1ac2,A Google user,5,Good,2020-02-27T17:18:05,
en-np,70e9084d-0338-45f5-9780-0ef2cf4bf4cb,A Google user,5,like,2020-02-27T14:25:51,
en-np,66ed24e8-bfb8-4364-94f9-591323f8086e,A Google user,5,Best for all,2020-02-27T13:10:00,
en-np,5f215f66-a7dc-478b-a181-c80f59961077,A Google user,1,It got alot of service problem.,2020-02-27T12:11:44,
en-np,cb50c4df-5471-4650-b200-729c1e8c94cb,A Google user,5,Best and No.1 apps to pay utility bill payment in Nepal,2020-02-27T06:17:33,3.6.7
en-np,93429443-6972-4f40-97ad-e3a7a98d5b19,A Google user,5,Its good not bad,2020-02-26T18:55:34,
en-np,e04921fa-daef-4d8b-93b7-a2efc550d45b,A Google user,1,Khsdgabahadur pun magar,2020-02-26T16:45:42,
en-np,20d1e524-ac24-4a29-9da1-605153065261,A Google user,5,Nice app,2020-02-26T16:37:31,3.6.7
en-np,4403a1e7-1308-4672-88c4-68f355499dff,A Google user,5,Best,2020-02-26T14:55:09,3.6.7
en-np,1d17902d-4ac1-45af-bc99-a585964b959e,A Google user,5,but how i can buy google giftcard on it,2020-02-26T14:34:45,
en-np,db86cfce-2d88-4d9d-9f06-fd1364d76936,A Google user,3,should be offering cashbacks,2020-02-26T03:08:14,3.6.7
en-np,a9f11194-1f92-4e9d-b009-fa2d95d6bb82,A Google user,5,Good app,2020-02-25T15:04:48,3.6.3
