locale,review_id,author,rating,review_text,date,app_version
en-np,a6911eca-e8fb-4943-9e56-83a4eb33ed99,A Google user,4,its quite good. I wish to request the team to add the facility of loading fund by debit card from any country like khalti is one step ahead from esewa for this service.,2019-07-31T14:53:17,3.5.4.1
en-np,5a4d6f72-6533-495e-8005-5c4c232082d6,A Google user,5,"i always happy with esewa. i don't need other apps awesome esewa when i start use this, my daily life is going ahead very easily. thanks esewa",2019-07-31T13:21:38,3.5.4.1
en-np,eaaccc47-47d3-45b3-b2ff-e6c4dbdd596d,A Google user,5,😂😂😂😂😆,2019-07-31T11:52:53,3.5.4.1
en-np,6621c845-1fc2-454a-b275-48a66c7c7181,A Google user,3,"add some new features like buying Google,iTunes gift cards and other",2019-07-31T08:42:35,
en-np,a44d6a11-a4e8-4402-8864-dfa53b52e6b6,A Google user,5,it is good,2019-07-31T07:27:03,3.5.4.1
en-np,29c209ea-7667-46ce-bb4d-7068f665d5a5,A Google user,5,useful,2019-07-31T06:44:45,3.5.4.1
en-np,19267ed4-e1cf-478a-bb14-26a958f43a06,A Google user,1,can you guys please add NIBL Bank for Transaction.....,2019-07-31T00:54:59,
en-np,0ec8b312-e43f-4ddf-9475-a57ba5f05bba,A Google user,5,nice,2019-07-30T18:11:14,3.5.1.1
en-np,610e462d-99d7-41b8-932c-0489d670f7ce,A Google user,5,good,2019-07-30T07:12:25,3.5.4.1
en-np,1ef26054-7b08-4763-9c2f-54b9a15e042f,A Google user,2,cant trasfer money to bank🏦 always shows error and netwirk problem on fund loading,2019-07-30T02:06:57,3.5.4.1
en-np,dbe17b61-0cbe-404c-a39e-4c0dcdb5b0c4,A Google user,5,super nice,2019-07-29T16:52:25,3.5.3.0
en-np,b4f042fb-5911-4ac5-a4f3-9cfd24c109f5,A Google user,5,really good,2019-07-29T14:47:32,3.5.4.1
en-np,2f7c630b-30b9-4d85-b62e-3b2bdafc6c55,A Google user,1,cant click on the confirm button before the transaction,2019-07-29T11:21:30,3.5.4.1
en-np,0fdb2600-7d00-4777-84d4-56495fd01ba5,A Google user,5,supprr nice,2019-07-29T07:16:42,
en-np,47b9cbe6-6443-4042-926c-ce7c18463121,A Google user,5,could u please tell how to keep money from krishi bikash bank. I need to do topup in free fire,2019-07-29T05:54:46,
en-np,c1a3a418-b6e7-4abf-9b11-5ee7cf279856,A Google user,5,very nice for me,2019-07-28T15:31:51,3.5.3.0
en-np,16e35a23-a727-4eb5-a845-e624471764ad,A Google user,5,"excellent, life easy",2019-07-28T14:47:45,
en-np,ae9f875c-13d8-403d-a5f9-2d49e3ebc7ba,A Google user,1,why can't we can connet with google pay with it,2019-07-28T13:13:38,
en-np,01bdacc3-b788-4521-9e9d-4f706e0f1e51,A Google user,5,best apps,2019-07-28T07:28:24,3.5.4.1
en-np,8e773db4-3dfa-4fc7-b7d9-b725fa707150,A Google user,5,good apk,2019-07-28T01:57:49,3.5.4.1
en-np,9fa98d95-fce5-4e40-ac17-81c75162d176,A Google user,5,e sewa really helps to make digital Nepal.Thank you for this apps.wish to get more success in comming years.,2019-07-27T06:22:08,3.5.1.1
en-np,4399a396-42b5-4ab1-9c0d-ffc7c73d44d8,A Google user,1,Bad for bank transfer ekdamai slow transfer huncha paisa j ko paisa pay gareni ekdami slow update huncha ani salary haru Bank ma haldinu paryo vane haley ko 2 din sama ni transfer update vako hudaina 1 star ko ni laayak chaina esewa,2019-07-27T05:50:49,3.5.4.1
