country,review_id,author,rating,title,review_text,date,app_version
pt,11244607562,Lesa667,1,Kyc,Pahila miltho ahile maile recently 1500 haleko kyc Bina namilni re+ astinei 2000 rs nei lock vyo,2024-05-08T02:20:00-07:00,5.5.4
