country,review_id,author,rating,title,review_text,date,app_version
np,11198752644,Prinsa lama,1,Bad Customer care,I don't know if there were rush in care center or something else. But I don't like the customer care. I was not finish with my inquiry and asking a question and they cut phone from their side. I was in middle of my sentence and they literally cut my phone.I didn't take lots of time. I waited for my turn patiently and shortly had conversation for a minute and they cut phone in middle of conversation; in middle of sentence.so rude!!!  If there was rush in customer care then please hire some employee who knows the proper way of handling customer. They even didn't thank me for choosing their company.,2024-04-25T05:27:39-07:00,5.5.4
