country,review_id,author,rating,title,review_text,date,app_version
np,9764760234,reyniskhan,1,Worst Customer Service,Esewa has the worst customer service among any company of nepal. You can get a better customer service than esewa from a company that dont even have a customer service. Every issue is said to be looked into but you will never have any response or anything done until you leave everything and run behind them all day.,2023-03-29T08:12:17-07:00,5.3.40
