country,review_id,author,rating,title,review_text,date,app_version
ae,6343712276,evil436,3,Service,It’s a good app and good for transection as well but I have a complain for costumer care service.if some problem occurred though i complain they are not solving I m fed up with their answer that we have forwarded your mail,2020-08-20T22:20:09-07:00,5.3.4
