country,review_id,author,rating,title,review_text,date,app_version
np,11476893570,@&))(;:--,1,Atti nai kharab app nepal ko,Yesto app banda garda hunxa KYC jati ramari halxa ni milena vanxa 20 choti garda balla milxa ra password reset garna khojxa jun mobile ma kholeko tai mobile ma reset garda ni arko le try gardai xa yes ma call gar vanxa garda no milena vanxa jati choti garda ni ra lagxa uthaudaina yo Esewa ko service ramro chaina ra Esewa ma phone no. Le ra MPIN le hunxa vane kina aru app ma pay garda kina password mage ko ki MPIN le matra hunuparyo ki password ko matra option hunuparyo manxe lai ris matra uthaune kam garne haina thik par,2024-07-10T07:18:22-07:00,5.5.9
