country,review_id,author,rating,title,review_text,date,app_version
us,9116460702,aaannnnggggaaaadddhhh,2,Profile Picture,We cant change our profile picture from iphone even if we change it from android and login from iphone it reset into original one,2022-09-24T04:23:58-07:00,5.3.30
