country,review_id,author,rating,title,review_text,date,app_version
us,6045495219,Ex Dorje,1,Bad App,Jindagi ma Esewa Halna haparos mero mobile ma thakyou !! Ime Jindabad,2020-06-06T22:40:31-07:00,5.3.1
