country,review_id,author,rating,title,review_text,date,app_version
us,2920659378,Sumone455,3,Updated and app crash started...,E-sewa is overall a very helpful and reliable app. But when I updated this app it started crashing a lot. Its is still doing so. Plz manage that. It's really annoying.,2018-07-16T21:09:49-07:00,4.3.0
