country,review_id,author,rating,title,review_text,date,app_version
jp,12552728234,Nirjaladipesh2019,1,Unsatisfied,Unsatisfied customers support,2025-04-16T23:45:47-07:00,5.5.19
np,12554739172,Binod Timsina,1,Server down,Wallets and mobile banking is enough i stuck all the time in cafe,2025-04-17T10:57:07-07:00,5.5.19
