country,review_id,author,rating,title,review_text,date,app_version
in,9739671623,sharma kartik,4,Issues regarding profile pictures,"Dear developers, facing issues in changing profile picture in iPhone! Well option is not available! Kindly do the needful!  Thanks !",2023-03-22T05:02:40-07:00,5.3.40
