country,review_id,author,rating,title,review_text,date,app_version
ca,12162226573,Konstantin Beznosov,1,Horrendous user experience,"The combination of the app and the mobile payment service behind it, including customer support, was terrible. The app is not only unusable but also unreliable. The KYC process took more than a week. The customer support would just close help tickets without actually helping. Over the phone, the customer support was equally as bad, often just hanging up. Avoid e-Sewa by all means.",2025-01-08T22:40:17-07:00,5.5.14
