country,review_id,author,rating,title,review_text,date,app_version
au,14138848132,Andyp55,1,Fix your kyc,Wasted more than 15 minutes of my life trying to fill in kyc which didn’t go through,2026-06-03T05:09:30-07:00,5.5.39
