country,review_id,author,rating,title,review_text,date,app_version
np,9642683104,Dsabitri Adhikari,1,Worst Customer Service,"Been using the app for 7 years but when I had to change phone number, the CS depart is totally unresponsive. It’s been 1 month since I called & mailed them but the issue is not addressed. No response at all. So started using alternatives. 👎",2023-02-21T22:57:20-07:00,5.3.37
np,9642618293,जागृत,1,irresponsible !!,"लग इन गर्न खोज्दा पासवर्ड मिलेन भन्छ! रिकभर गर्न खोज्दा हुदैन, पुरानो डिभाइस प्रयोग गर भन्छ! कन्ट्याक्ट गर्न खोज्दा फोन नै लाग्दैन! !",2023-02-21T22:22:01-07:00,5.3.37
