locale,review_id,author,rating,review_text,date,app_version
en-np,2d2d4748-dbcc-4a8b-b7fa-1e883b5a3ff2,A Google user,4,"Can you guys bring new things like, Google gift card buying. so we gamers will have no problem from those fake sellers. I hope you will add this feature soon.",2019-07-25T15:27:15,3.5.4.1
en-np,ac0b0a9b-62d9-4622-b343-cd2bcd02e480,A Google user,5,very nice,2019-07-25T14:27:34,3.5.4.1
en-np,9bdfd3e9-81c3-40cc-a848-e06e467547e7,A Google user,5,it is good app you must try it,2019-07-25T13:43:40,
en-np,71595766-82c3-4beb-89aa-24e2ca81ec5a,A Google user,5,good,2019-07-25T11:39:51,3.5.4.0
en-np,04c09e54-0713-4733-8a65-040e39f82230,A Google user,5,bro maile mero phone no bata id banako theya ..tyo number nai haryo sathi le malai tai account ma paisa haldeko xa ..launa k garne ho..help me,2019-07-25T10:51:42,3.5.4.1
en-np,6b5bbef3-6f36-4da2-b234-a592a703ac7f,A Google user,5,easily useful app for all !! suppbb,2019-07-25T08:36:58,3.5.4.1
en-np,f83d843d-589c-48f0-9db0-02f26619deed,A Google user,5,good apps,2019-07-25T06:39:30,3.5.1.1
en-np,009d13c8-4d61-425a-a3cf-975d5fa43197,A Google user,5,nice ways to sent money,2019-07-25T06:18:01,
en-np,32dcaa8d-e703-4ce7-ba30-7d3bb1c30ebf,A Google user,4,Please add the option to load fund from international cards.,2019-07-25T05:20:07,
en-np,8074a544-e276-4da2-a665-51ab223629fc,A Google user,5,just Love it,2019-07-25T05:08:22,
en-np,ca02ad02-1ef4-4cc0-a30c-edfb7c136985,A Google user,5,great app.,2019-07-25T04:46:49,3.5.4.1
