locale,review_id,author,rating,review_text,date,app_version
en-np,04fa11fd-c9ea-424a-b890-7a3058f99c97,A Google user,4,Can we add money to our esewa account from bank tooo !!! I mean; to our account opened by using mibile number...??,2014-03-28T01:51:02,1.2.8
